vehicle_name,vehicle_type,track_type,average_speed,fuel_consumption,total_steering,total_throttle,total_brake,velocity,lap time,mass,drag_coefficient,center_of_mass_x,center_of_mass_z,max_rpm,clutch_strength,gear_switch_time,front_left_wheel_radius,front_left_wheel_max_brake_torque,front_left_wheel_lat_stiff_max_load,front_left_wheel_lat_stiff_value,front_left_wheel_long_stiff_value,rear_right_wheel_radius,rear_right_wheel_max_brake_torque,rear_right_wheel_max_handbrake_torque,rear_right_wheel_lat_stiff_max_load,rear_right_wheel_lat_stiff_value,rear_right_wheel_long_stiff_value
vehicle.dodge.charger_2020,Car,hard,17.36779815,0.030303755,312.0270173,58.5438943,-10.31832751,5.969303659,121.3944357,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.volkswagen.t2_2021,Van,hard,17.99750208,0.009997782,251.2235639,86.78365824,30.84613135,5.603949941,72.61519801,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.vespa.zx125,Motorcycle,hard,18.01906684,0.027861594,369.0633508,84.9702829,8.739346275,2.312092418,26.45363278,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,hard,18.48070508,0.014508512,257.6622891,124.6766703,17.05737611,3.268978681,49.67842799,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.ford.mustang,Car,hard,18.4366507,-0.002709043,317.3537602,126.0024593,29.53616302,7.022770944,58.2460912,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.lincoln.mkz_2020,Car,hard,17.96783824,0.015336265,350.2274369,140.3277456,-10.28365903,3.520643376,95.44151386,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.lincoln.mkz_2020,Car,hard,18.15549444,-0.005005741,186.306783,81.13484008,18.76083032,5.484721542,80.19542336,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.volkswagen.t2_2021,Van,hard,18.02353269,0.002649469,332.1299009,99.9948082,25.02851977,4.043696943,43.94976985,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.nissan.patrol_2021,Car,hard,17.67913056,0.011556116,425.924394,98.28432086,10.01298144,5.868352378,87.59680836,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.kawasaki.ninja,Motorcycle,hard,18.30424016,0.001439537,508.1694641,13.3348151,-1.736935638,2.68434159,81.71135349,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.toyota.prius,Car,hard,18.49503553,0.010737949,304.462518,82.92303946,-1.378288772,4.518198004,71.32651434,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.toyota.prius,Car,hard,18.25965077,0.002750403,341.4648578,110.6010838,-14.46683318,3.249434134,63.2959225,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.mini.cooper_s_2021,Car,hard,17.87344455,-0.012602051,190.8647183,46.58080441,26.40215681,4.186283086,99.54560959,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.mini.cooper_s_2021,Car,hard,18.13575261,-0.00030113,375.8315644,122.4651383,7.7011461,5.028108686,54.31969865,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.nissan.patrol_2021,Car,hard,18.51350346,-0.000636403,220.2094488,118.5461521,16.42005934,5.670948225,102.0604136,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.lincoln.mkz_2020,Car,hard,17.22820651,-0.00510245,279.7397895,82.60854795,22.83153823,4.620592106,99.67840855,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.mercedes.sprinter,Van,hard,18.05630476,0.000261624,457.4470422,91.35218981,13.98653169,2.502994403,68.42055294,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.volkswagen.t2_2021,Van,hard,18.46332678,0.002184842,267.9476556,81.0698086,12.36822907,4.994831771,65.03900096,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.tesla.cybertruck,Truck,hard,19.16672515,0.01044314,429.2741141,92.90866135,22.61980887,6.771578874,74.35308048,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.toyota.prius,Car,hard,18.13356249,0.010261186,444.7420958,60.86813749,8.531495294,5.322919142,46.57011457,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.lincoln.mkz_2020,Car,hard,19.00167797,0.015451377,321.17572,148.5325761,-0.816666628,5.121436836,35.62677363,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.lincoln.mkz_2020,Car,hard,18.19243181,0.026712962,387.0509657,19.59155597,19.30797317,5.366839282,114.3802904,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.nissan.patrol_2021,Car,hard,18.57577633,0.010460386,194.2767513,162.0096879,23.82604171,4.658722742,44.17868191,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.dodge.charger_2020,Car,hard,17.84640081,0.014522314,352.2654417,93.44788356,6.578172428,5.771748524,88.26292396,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.nissan.patrol_2021,Car,hard,17.94150415,0.010555509,497.036639,150.6088981,34.77491961,5.804667085,51.42709794,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.yamaha.yzf,Motorcycle,hard,18.53198562,0.017899503,330.1664951,90.30449279,23.43948318,4.920388018,50.05866436,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.audi.tt,Car,hard,18.16625276,0.00734532,272.8307493,87.02454196,20.87073873,4.945358528,82.7289884,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.dodge.charger_2020,Car,hard,17.23924056,0.012640077,453.199633,87.71011176,-8.594917567,3.599086879,66.65813866,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.tesla.cybertruck,Truck,hard,17.72332952,0.016310121,122.6440978,97.82276108,9.196903068,7.62435658,50.69706305,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.tesla.cybertruck,Truck,hard,17.13673358,0.012567828,306.0739324,129.3259782,-0.112953877,4.573713077,36.24545688,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.ford.ambulance,Van,hard,17.92472319,-0.00042048,329.2050988,90.84665993,21.20033306,4.911892913,35.19422208,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.ford.mustang,Car,hard,18.70513892,0.004512734,286.6709374,28.13594208,-1.495645291,5.270864917,78.58570652,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.ford.mustang,Car,hard,18.04040622,0.006085076,199.1759622,101.3662363,19.63243941,2.488776347,30.75934357,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.carlamotors.firetruck,Truck,hard,17.39900084,0.010811996,185.4935026,127.1794573,37.39074414,4.741504981,75.03869177,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.nissan.patrol_2021,Car,hard,18.21303957,0.016296699,339.8215452,13.90959269,13.09925406,4.252988807,92.78120033,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.yamaha.yzf,Motorcycle,hard,17.87169532,0.010621837,334.0637547,102.4288027,17.9309263,4.434688927,71.66599156,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.carlamotors.firetruck,Truck,hard,18.49138289,0.020169279,242.7894763,98.14116933,0.250310912,5.342024136,35.59775332,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.audi.tt,Car,hard,16.64850145,0.026010018,384.8205718,78.56254732,0.428922724,4.539462518,94.87798443,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.yamaha.yzf,Motorcycle,hard,18.7053766,0.009593113,329.1389381,101.7883207,-14.96030274,2.685705997,53.91415342,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,hard,17.99055271,0.013568399,272.2018006,92.86604334,10.83636598,2.575303061,82.37248763,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.lincoln.mkz_2020,Car,hard,17.63221235,0.001041976,290.0895067,104.6386616,20.67964021,4.697014957,78.67390174,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.dodge.charger_2020,Car,hard,18.38512816,0.00864416,355.002278,108.8801639,1.038500818,4.686750028,98.22871529,1920,0.300000012,0.099999994,-0.199999988,8000,10,0.100000001,35,1000,3,20,3000,35,1000,2000,3,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,hard,17.19568656,0.018892184,308.7272075,94.27992263,-6.963322446,4.898421758,17.82532838,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,hard,17.98910485,0.003793386,370.9612062,113.2059484,21.38785469,4.928309821,77.12481243,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.yamaha.yzf,Motorcycle,hard,18.71870917,0.019122216,396.0024495,78.24685089,17.1297799,3.916215094,76.8646572,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.mercedes.sprinter,Van,hard,18.12857688,0.013570658,287.7401275,105.3694764,12.4067866,2.793342124,62.6608727,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.mercedes.sprinter,Van,hard,17.2989327,0.008431367,372.9693972,79.27111178,20.42024531,4.599991343,105.3965495,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.lincoln.mkz_2020,Car,hard,18.31022944,0.010013702,218.209564,97.42407898,16.07011208,4.508574697,52.12096917,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.tesla.cybertruck,Truck,hard,17.92664115,0.023964245,322.2071185,128.9167602,24.48267786,3.751757253,118.4991203,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.ford.ambulance,Van,hard,17.68033783,0.008494241,393.0328048,89.25989879,-11.25857579,4.995081992,19.92895124,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.ford.ambulance,Van,hard,17.23281907,0.026382247,385.6475035,113.0386535,23.64469807,3.417094538,56.97229206,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.mini.cooper_s_2021,Car,hard,19.38782007,0.01521993,298.7574308,106.3146831,16.52291162,5.399149463,111.2028891,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.audi.tt,Car,hard,18.20965968,0.013153155,306.3621566,104.8500106,27.32015002,1.05653038,104.4503018,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.ford.ambulance,Van,hard,17.58194514,0.010389208,224.949911,131.367927,24.06627617,3.471225672,12.89806881,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.tesla.cybertruck,Truck,hard,17.80118689,0.007135142,539.568107,100.5648769,16.46304852,2.609491512,93.39396851,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.toyota.prius,Car,hard,17.7459576,0.002701566,361.5584831,35.59108514,8.174188913,4.453228683,87.43562048,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.ford.mustang,Car,hard,17.77333323,0.010455769,321.9497509,70.60954265,9.211061341,5.67680044,88.58359633,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.toyota.prius,Car,hard,18.2494489,0.017668524,115.8410765,70.10670554,10.58238927,3.34505154,63.78112745,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.mercedes.sprinter,Van,hard,18.1233678,0.012394569,196.3553202,100.8371088,17.01328099,3.082702525,64.80552142,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.tesla.cybertruck,Truck,hard,17.95154988,0.017785378,307.9368927,86.64459572,31.15470596,1.980922441,100.0714015,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.lincoln.mkz_2020,Car,hard,18.28382967,0.017878043,302.3373362,130.285732,-11.0425082,5.647684062,109.8686059,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.audi.tt,Car,hard,19.40963709,0.001453294,440.7311073,101.2369408,-4.576745976,3.715253649,64.43876323,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.mini.cooper_s_2021,Car,hard,18.25763618,0.002169233,243.082663,151.9508346,36.23646281,2.345082823,82.72430957,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.carlamotors.carlacola,Truck,hard,18.06385783,0.011942379,244.7017287,111.4745309,-4.937211866,3.347122026,104.1008902,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.nissan.patrol_2021,Car,hard,18.25668159,0.01360801,470.6224849,125.1714795,4.957005586,4.751566744,40.7224512,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.mini.cooper_s_2021,Car,hard,18.34037691,0.008679217,460.1287105,53.91608467,4.936328327,1.83906081,58.08084409,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.mercedes.sprinter,Van,hard,18.41087569,0.013131072,335.0852332,69.01327778,-1.301747054,5.418129144,97.45136638,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.carlamotors.carlacola,Truck,hard,18.16479109,0.027019107,277.6699362,104.6089263,18.27797047,4.298708968,68.60337572,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.lincoln.mkz_2020,Car,hard,18.33378826,-0.002115067,289.5884846,140.991391,5.99672101,5.387841175,40.29308993,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.audi.tt,Car,hard,18.29404453,0.020644055,150.2183589,145.0298755,27.03747828,2.749044633,68.24379906,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.carlamotors.carlacola,Truck,hard,17.24456345,0.016141998,310.4871221,62.74127033,25.7761485,3.701615132,17.55471664,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.carlamotors.carlacola,Truck,hard,18.60354634,0.0094299,452.717579,112.7819176,-3.858985759,5.180685233,86.33260124,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,hard,17.76778035,0.006412039,278.2244102,136.3237538,13.39027753,6.004856009,43.92282932,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,hard,18.71727858,0.012435794,256.9152166,120.1041813,23.3774738,5.590122125,35.96113054,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.carlamotors.carlacola,Truck,hard,16.71266463,0.026206413,290.0181731,66.88510471,5.820790038,4.301599225,88.57436333,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.lincoln.mkz_2020,Car,hard,17.36048643,-0.00087796,373.2727169,70.56825284,25.25122923,4.354241444,71.47356104,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.lincoln.mkz_2020,Car,hard,17.7436477,0.021624242,288.3806734,119.0429968,21.11396903,4.203809619,59.37838376,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.carlamotors.carlacola,Truck,hard,18.54265088,0.012227314,370.2114318,110.6686319,8.520700646,3.692577923,39.37718127,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.toyota.prius,Car,hard,18.18044084,0.001919546,331.5310497,67.83422205,14.35128658,4.022089448,63.75606942,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.audi.tt,Car,hard,17.73049555,0.020375617,278.4494201,120.2700399,22.37964552,3.520151958,35.66050423,1265,0.25,0.5,-0.25,4700,10,0.100000001,34,700,3,20,3000,34,700,1400,3,20,3000
vehicle.kawasaki.ninja,Motorcycle,hard,18.26112379,0.004117693,329.7737841,123.2111941,23.90140355,3.090837208,89.58875494,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,hard,16.97130739,0.001970811,295.3958512,102.5479872,38.4878091,2.976056492,73.71538066,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.volkswagen.t2_2021,Van,hard,18.02873012,0.008230976,469.7188645,94.2071252,22.61854328,3.630796218,32.04489765,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.carlamotors.firetruck,Truck,hard,17.79185497,0.020048927,316.1300614,136.5670044,22.04495018,4.526852007,35.17978383,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.vespa.zx125,Motorcycle,hard,18.30766771,0.011860487,297.5218082,132.93644,23.71987474,4.153759977,87.43879074,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.carlamotors.carlacola,Truck,hard,17.66210867,0.006274936,372.1910208,142.5878998,-8.273727825,3.682513923,29.14897771,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.harley-davidson.low_rider,Motorcycle,hard,17.64236554,0.005748013,323.6700604,141.1374328,33.06182755,3.87722825,55.17000483,286,0.300000012,0.149999991,-0.25,5000,0.600000024,0.5,35,1500,2,17,1000,35.5,1500,3000,2,17,1000
vehicle.lincoln.mkz_2020,Car,hard,17.79490244,0.005104227,288.3585135,95.12194884,30.17056662,4.379479226,57.51843587,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.yamaha.yzf,Motorcycle,hard,17.71514178,0.01486803,345.8827959,88.08730616,29.28035012,2.952442533,41.83703254,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.vespa.zx125,Motorcycle,hard,19.30686905,0.008619738,245.7452925,80.59570177,1.400991568,6.299502395,64.40448211,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.ford.mustang,Car,hard,17.15842128,0.013587391,148.187593,81.97546037,21.88600206,3.856343777,100.6626626,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.carlamotors.carlacola,Truck,hard,18.82397759,0.012079502,156.7773681,86.67817424,11.21308543,4.586393172,76.23052622,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.mini.cooper_s_2021,Car,hard,17.34020394,0.021554031,399.149116,119.074913,5.47602188,3.412858851,59.37756833,1130,0.300000012,0.599999964,-0.5,6500,10,0.100000001,37.5,500,1,17,3000,37.5,500,1000,1,17,3000
vehicle.tesla.cybertruck,Truck,hard,18.27839735,0.016642057,344.3266949,72.5854043,22.37033273,3.496950667,38.54884621,1500,0.300000012,0.599999964,-0.5,15000,10,0,53.5,1600,2,17,1000,53.5,1600,3200,2,17,1000
vehicle.lincoln.mkz_2020,Car,hard,18.18962875,0.014592272,436.1068061,115.741799,10.62624809,5.069347462,54.29749712,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.volkswagen.t2_2021,Van,hard,18.52140254,0.016984457,247.3977625,97.7717531,20.60886874,4.773483524,68.67738567,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.ford.mustang,Car,hard,17.63840987,0.01149286,303.4213393,69.7005822,1.34499631,5.045386718,25.23239136,1410,0.300000012,0.5,-0.299999982,4500,10,0.100000001,32,700,5,15,3000,32,700,1400,3,15,3000
vehicle.mercedes.sprinter,Van,hard,17.37019258,0.013009472,300.3620157,102.6838304,24.20169106,5.681398802,52.62848627,3000,0.5,0.599999964,-0.799999952,5000,10,0.100000001,35,1500,5,20,3000,35,1500,3000,5,20,3000
vehicle.volkswagen.t2_2021,Van,hard,18.31243309,0.00840364,529.3234182,103.8439541,0.18405656,4.485473166,71.86455661,1105,0.300000012,0.599999964,-0.699999988,4500,10,0.100000001,33.5,400,2,17,1000,33.5,400,800,2,17,1000
vehicle.vespa.zx125,Motorcycle,hard,17.01704649,0.011975852,360.6452022,97.78410834,34.38563627,3.589996953,44.3870422,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.nissan.patrol_2021,Car,hard,17.47196192,0.005637533,317.92515,83.05539593,27.0966914,6.629934018,56.83376344,2355,0.300000012,0.599999964,-0.5,6000,10,0.100000001,45,1500,5,20,4000,45,1500,3000,5,20,4000
vehicle.carlamotors.firetruck,Truck,hard,18.36040392,0.003721258,483.2457896,197.5375327,29.4076118,4.842446416,47.09716591,10000,0.5,0.799999952,-1.199999928,5000,20,0.100000001,57,3000,5,15,3000,57,3000,6000,5,15,3000
vehicle.ford.ambulance,Van,hard,18.00402152,0.015006042,360.1982658,77.76866558,26.86874861,3.054682489,47.23797901,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.carlamotors.carlacola,Truck,hard,19.13485158,0.024243453,298.8168104,96.82948393,30.65659107,3.782229067,70.58481083,4600,0.300000012,1,-0.699999988,4500,10,0.100000001,46,2700,5,20,3000,46,2700,5400,5,20,3000
vehicle.vespa.zx125,Motorcycle,hard,19.0804129,0.003468165,308.3558244,97.91461083,4.047171452,4.487112973,80.29407714,200,0.300000012,0.201072931,-0.450094759,2000,10,0.5,21.5,1500,2,17,1000,21.5,1500,3000,2,17,1000
vehicle.yamaha.yzf,Motorcycle,hard,18.00923757,0.008219807,348.4096009,71.04207387,20.54940593,5.558195071,41.72334688,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.toyota.prius,Car,hard,18.0434358,0.011501729,364.7543302,71.46703493,21.09541287,5.859379838,56.11990645,1375,0.300000012,0.5,-0.299999982,5000,10,0,37,800,3,20,3000,37,800,1600,3,20,3000
vehicle.yamaha.yzf,Motorcycle,hard,18.30511284,0.026764772,111.7188067,83.59918153,27.23267922,5.920494471,49.33814675,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
vehicle.ford.ambulance,Van,hard,18.12095142,0.020104808,327.9083732,53.12531202,11.91070687,5.208363863,42.8694546,1579,0.300000012,0.199999988,-0.899999976,6500,10,0.100000001,35,800,2,17,1000,35,800,1600,2,17,1000
vehicle.kawasaki.ninja,Motorcycle,hard,19.23370026,0.015349,453.0076493,99.73749836,24.4708422,3.179140595,57.58585436,166,0.300000012,0.199999988,-0.399999976,10000,0.600000024,0.5,32,1500,2,17,1000,32,1500,3000,2,17,1000
vehicle.lincoln.mkz_2020,Car,hard,17.45259884,0.007014415,118.871459,154.5752114,-8.730435573,3.978470006,23.56161274,1696,0.300000012,0.299999982,-0.199999988,6500,10,0.100000001,35.5,800,3,20,3000,35.5,800,1600,3,20,3000
vehicle.yamaha.yzf,Motorcycle,hard,18.02911405,0.010003695,196.5000562,73.48310441,30.12073008,4.643912801,105.9270697,140,0.300000012,0.049999997,-0.399999976,9000,0.600000024,0.5,31,1500,2,17,1000,31,1500,3000,2,17,1000
